Student_ID,Age,Gender,Department,City,Study_Hours,Attendance,Assignments_Completed,Internships,Aptitude_Score,CGPA,Placement_Status,Expected_Salary
STU01504,20,Female,AI&DS,Bangalore,2.9,59.1,0,4,34,7.57,0,940930.65
STU01505,22,Female,CSE,Hyderabad,7.6,83.3,19,0,59,7.93,0,919733.47
STU01506,28,Male,ME,Bangalore,1.2,66.4,9,5,86,7.67,1,1101998.34
STU01507,27,Male,ME,Mumbai,4.3,61.7,8,5,40,8.35,0,1112821.09
STU01508,30,Female,CSE,Mumbai,8.1,78.3,1,0,50,9.17,0,1059554.66
STU01509,21,Male,ME,Raipur,8.8,96.5,11,5,63,9.78,1,1285459.68
STU01510,30,Male,ECE,Bangalore,5.0,59.6,4,3,100,7.17,0,1083986.56
STU01511,30,Male,CSE,Mumbai,8.5,,12,2,57,9.22,0,1135886.14
STU01512,23,Female,AI&DS,Hyderabad,2.1,51.6,6,3,35,7.02,0,911472.97
STU01513,19,Female,AI&DS,Hyderabad,9.6,99.5,10,4,52,10.73,0,1250317.42
STU01514,23,Male,ME,Hyderabad,2.3,68.1,2,0,37,,0,802889.28
STU01515,24,Male,ME,Hyderabad,9.5,95.4,17,0,39,,0,1037512.88
STU01516,22,Female,ECE,Raipur,7.2,56.3,6,5,54,8.79,0,1119097.6
STU01517,18,Female,ECE,Pune,4.5,72.9,5,2,71,,0,947068.01
STU01518,23,Male,ECE,Delhi,3.3,94.9,5,2,43,7.96,0,941277.12
STU01519,22,Male,EE,Delhi,4.0,54.8,0,5,34,7.96,0,1028115.1
STU01520,18,Female,ME,Pune,6.7,98.0,17,3,95,8.69,1,1156594.45
STU01521,21,Female,EE,Hyderabad,8.2,80.8,0,2,72,9.7,1,1234352.96
STU01522,20,Male,CSE,Bangalore,1.8,79.7,18,3,69,6.96,0,943442.62
STU01523,20,Male,ME,Raipur,5.1,,5,0,62,7.57,1,937936.73
STU01524,19,Male,CSE,Mumbai,8.2,92.1,7,5,100,8.85,1,1251904.51
STU01525,26,Female,ECE,Hyderabad,8.1,76.1,15,5,30,9.6,0,1139554.34
STU01526,23,Male,AI&DS,Raipur,4.0,77.5,18,2,89,8.15,1,1116044.52
STU01527,30,Female,CE,Delhi,9.9,67.0,7,3,98,9.69,1,1314136.42
STU01528,26,Male,ECE,Bangalore,9.2,74.0,5,4,65,9.11,1,1212006.79
STU01529,30,Male,ECE,Bangalore,5.3,50.1,5,4,57,8.11,0,1073465.46
STU01530,20,Male,CSE,Pune,1.5,54.4,8,3,65,7.16,0,1015914.23
STU01531,23,Male,EE,Bangalore,6.2,85.5,0,5,46,9.39,0,1187678.64
STU01532,29,Male,EE,Bangalore,2.3,92.6,4,5,86,8.17,1,1221648.65
STU01533,21,Male,AI&DS,Raipur,1.4,88.8,4,4,41,7.59,0,1018833.59
STU01534,23,Male,CSE,Bangalore,7.4,79.7,14,3,88,8.66,1,1222109.34
STU01535,18,Male,CE,Bangalore,6.9,99.5,2,3,39,9.12,0,1059412.01
STU01536,26,Female,ME,Delhi,3.0,97.2,0,2,61,8.54,1,1090387.41
STU01537,20,Female,ME,Pune,6.1,90.1,6,0,83,8.31,1,1063908.72
STU01538,25,Female,EE,Mumbai,9.6,93.9,1,3,59,10.05,0,1248986.16
STU01539,18,Male,AI&DS,Delhi,3.7,64.3,8,2,34,7.42,0,888748.52
STU01540,27,Female,CSE,Raipur,4.8,50.4,20,4,78,7.28,0,1035377.27
STU01541,22,Female,EE,Bangalore,9.7,62.8,13,5,47,10.1,0,1247884.4
STU01542,20,Male,AI&DS,Hyderabad,1.9,75.7,16,5,35,7.79,0,1002499.23
STU01543,24,Female,ECE,Delhi,2.3,62.0,9,5,40,7.82,0,1027689.36
STU01544,29,Male,CSE,Bangalore,9.7,99.5,14,1,76,9.83,1,1175867.05
STU01545,21,Female,AI&DS,Pune,1.7,85.3,11,5,97,7.88,1,1149198.94
STU01546,29,Female,ECE,Mumbai,6.1,63.4,10,3,81,8.38,1,1177891.45
STU01547,21,Male,ME,Delhi,4.9,78.2,8,3,79,8.93,1,1185864.72
STU01548,22,Female,CE,Raipur,2.1,58.9,9,2,32,7.06,0,901625.87
STU01549,23,Male,CSE,Pune,2.7,70.0,4,2,77,7.5,1,1020707.49
STU01550,22,Female,AI&DS,Hyderabad,2.2,68.4,18,0,64,6.41,0,817053.98
STU01551,27,Male,ME,Hyderabad,2.8,89.6,5,3,44,7.62,0,948273.49
STU01552,24,Female,ECE,Delhi,3.0,88.5,7,0,32,6.77,0,802161.66
STU01553,19,Male,ME,Hyderabad,1.7,86.5,14,0,65,6.86,0,864711.53
STU01554,30,Male,AI&DS,Hyderabad,5.1,63.4,20,5,93,7.57,1,1159322.01
STU01555,24,Female,ECE,Delhi,8.2,93.8,4,1,86,9.02,1,1117805.69
STU01556,25,Female,CE,Raipur,1.0,63.9,1,5,35,7.96,0,1029729.98
STU01557,18,Male,CSE,Mumbai,9.3,68.4,20,4,35,8.55,0,1081077.49
STU01558,20,Male,ECE,Pune,3.9,83.1,6,0,84,6.88,0,932512.39
STU01559,26,Male,CE,Pune,8.3,84.7,15,1,34,8.44,0,922011.56
STU01560,20,Female,AI&DS,Bangalore,9.2,51.3,20,1,92,8.93,1,1149796.94
STU01561,21,Male,CSE,Mumbai,9.2,57.4,4,5,86,8.76,1,1245394.86
STU01562,23,Male,ME,Pune,8.7,84.6,7,2,58,8.57,0,1051922.68
STU01563,19,Male,ECE,Pune,9.2,77.6,14,0,95,8.35,1,1113713.43
STU01564,18,Male,AI&DS,Raipur,1.9,74.6,4,3,42,7.18,0,959932.18
STU01565,25,Female,EE,Delhi,7.0,92.1,13,5,63,9.4,1,1191827.07
STU01566,20,Male,CE,Mumbai,2.9,98.5,6,5,49,,0,1017738.58
STU01567,22,Female,ECE,Mumbai,10.0,67.3,18,1,53,8.48,0,1058235.43
STU01568,28,Male,EE,Pune,1.4,69.5,20,5,91,8.07,1,1168064.21
STU01569,28,Male,AI&DS,Hyderabad,8.1,63.8,7,0,92,8.57,1,1084511.52
STU01570,23,Female,ECE,Hyderabad,2.3,94.4,2,1,79,7.09,0,995309.85
STU01571,29,Male,AI&DS,Bangalore,5.3,68.3,2,2,65,8.46,1,1026303.29
STU01572,19,Male,CE,Bangalore,4.3,71.4,8,0,39,7.61,0,917631.2
STU01573,19,Male,ECE,Raipur,6.2,68.8,6,4,71,8.45,1,1138665.12
STU01574,22,Male,CE,Delhi,2.5,98.8,0,0,93,6.95,0,1007896.41
STU01575,30,Female,ECE,Raipur,7.4,95.3,19,3,89,9.26,1,1247526.63
STU01576,20,Female,AI&DS,Hyderabad,4.8,94.7,7,0,53,,0,924203.43
STU01577,26,Female,ECE,Raipur,5.8,73.8,17,3,75,7.96,1,1100540.25
STU01578,27,Female,ECE,Delhi,1.8,88.5,10,2,54,6.77,0,904849.42
STU01579,19,Female,CE,Bangalore,2.3,57.9,18,0,75,7.28,0,984859.57
STU01580,25,Female,CE,Bangalore,8.2,64.2,0,5,36,8.29,0,1038286.49
STU01581,30,Female,EE,Pune,4.9,70.0,18,3,87,8.75,1,1224481.35
STU01582,29,Male,CE,Bangalore,9.9,62.8,10,0,32,8.58,0,917700.33
STU01583,24,Male,CE,Bangalore,9.8,78.3,19,1,89,9.07,1,1128591.0
STU01584,24,Male,ME,Pune,3.0,60.3,11,4,89,7.91,1,1117724.63
STU01585,28,Female,CE,Pune,2.9,65.0,2,2,67,7.99,1,1052276.49
STU01586,23,Female,AI&DS,Delhi,9.3,70.7,13,1,68,9.64,1,1175571.92
STU01587,22,Male,AI&DS,Mumbai,7.4,89.3,9,4,45,9.07,0,1153400.3
STU01588,22,Male,ECE,Delhi,6.2,64.3,18,2,82,7.76,1,1069382.45
STU01589,18,Female,CSE,Delhi,6.3,75.0,4,4,91,9.03,1,1217252.63
STU01590,20,Female,EE,Mumbai,1.9,50.4,18,3,46,6.23,0,828733.71
STU01591,26,Male,CSE,Raipur,4.1,64.4,13,2,73,7.57,1,1033160.51
STU01592,22,Male,AI&DS,Mumbai,3.5,71.6,9,3,38,7.19,0,925293.84
STU01593,19,Female,AI&DS,Bangalore,2.2,55.7,14,2,80,7.55,1,1046876.5
STU01594,25,Female,AI&DS,Mumbai,9.7,77.8,13,0,57,9.69,0,1072309.15
STU01595,24,Female,ECE,Bangalore,4.5,54.2,7,4,100,7.6,1,1196501.8
STU01596,29,Female,ECE,Bangalore,2.2,92.9,6,2,88,7.38,0,1030912.31
STU01597,25,Male,CE,Mumbai,7.4,70.8,12,4,33,8.12,0,1027746.97
STU01598,24,Female,EE,Delhi,7.8,98.0,4,5,41,9.89,0,1236427.89
STU01599,18,Male,CE,Hyderabad,3.7,92.1,1,1,59,,0,1019537.5
STU01600,22,Male,CSE,Delhi,4.8,66.9,14,2,50,7.36,0,902147.66
STU01601,18,Female,ME,Raipur,2.2,70.1,3,1,56,7.71,0,932772.18
STU01602,29,Female,CE,Hyderabad,7.2,83.5,13,3,76,9.61,1,1172870.62
STU01603,23,Male,AI&DS,Hyderabad,7.8,65.8,1,1,65,8.64,1,1032260.94
STU01604,26,Male,CE,Mumbai,7.9,90.8,5,1,33,8.49,0,974873.89
STU01605,25,Male,EE,Raipur,1.6,98.6,18,5,32,7.47,0,990369.93
STU01606,23,Female,EE,Mumbai,1.5,90.7,13,2,99,7.43,0,1119018.79
STU01607,24,Female,ECE,Bangalore,2.0,89.3,19,1,63,6.72,0,887576.08
STU01608,25,Female,ME,Pune,6.7,67.0,2,1,49,7.87,0,905610.32
STU01609,30,Male,ECE,Raipur,5.8,85.6,16,5,48,9.63,0,1187946.78
STU01610,20,Female,AI&DS,Hyderabad,1.8,99.0,3,4,88,8.78,1,1170596.36
STU01611,18,Male,CE,Delhi,7.0,94.5,2,3,36,9.67,0,1105073.13
STU01612,23,Female,CSE,Delhi,1.9,98.6,19,2,75,7.23,0,985233.94
STU01613,20,Female,ECE,Delhi,2.3,74.6,12,5,62,,0,1060355.63
STU01614,19,Male,AI&DS,Bangalore,4.4,68.8,10,5,63,8.37,1,1148204.9
STU01615,18,Female,CE,Hyderabad,7.2,90.8,6,2,67,8.6,1,1126720.91
STU01616,27,Female,CSE,Hyderabad,9.3,50.6,14,0,51,7.55,0,894419.1
STU01617,30,Male,ECE,Hyderabad,8.9,59.5,14,3,62,9.06,1,1176177.37
STU01618,29,Male,CSE,Pune,3.8,61.7,5,3,93,7.59,1,1140679.04
STU01619,19,Female,CSE,Raipur,9.0,67.5,2,1,47,7.99,0,942088.54
STU01620,23,Female,ECE,Pune,9.3,97.8,13,1,35,8.87,0,971374.61
STU01621,21,Male,CSE,Pune,5.2,86.0,4,5,82,8.25,1,1193242.3
STU01622,24,Male,ECE,Bangalore,1.7,83.2,19,4,33,7.92,0,987722.48
STU01623,26,Male,ECE,Delhi,7.8,52.0,8,4,98,9.15,1,1248444.95
STU01624,19,Male,ME,Hyderabad,9.5,58.6,2,2,67,8.87,1,1151769.65
STU01625,24,Male,ME,Mumbai,5.8,99.6,9,0,43,8.86,0,948773.53
STU01626,22,Female,ECE,Mumbai,7.8,91.9,0,0,79,8.27,1,1091406.86
STU01627,26,Male,CE,Pune,3.9,86.8,12,5,81,8.11,1,1203821.63
STU01628,29,Male,CSE,Mumbai,2.2,64.8,5,0,48,7.19,0,862811.87
STU01629,29,Male,CSE,Pune,1.6,64.2,19,2,98,6.53,0,1063658.02
STU01630,27,Male,CSE,Bangalore,5.0,91.3,13,4,65,8.8,1,1151684.59
STU01631,26,Male,EE,Delhi,1.2,61.0,13,3,82,,0,985818.89
STU01632,29,Male,EE,Delhi,2.5,66.8,17,3,54,8.01,0,978184.88
STU01633,26,Male,CSE,Pune,9.1,77.5,0,2,100,9.43,1,1296890.48
STU01634,24,Female,AI&DS,Delhi,5.8,71.6,14,3,61,8.9,1,1087731.04
STU01635,21,Female,ECE,Pune,8.3,70.4,2,4,73,9.3,1,1251327.28
STU01636,25,Male,ECE,Bangalore,1.9,71.7,9,0,30,7.67,0,822587.19
STU01637,27,Male,CE,Pune,2.4,83.7,16,5,58,7.78,0,1040083.5
STU01638,23,Female,CE,Delhi,7.4,,0,3,91,9.05,1,1181497.19
STU01639,18,Female,CSE,Pune,6.7,96.7,16,0,64,8.2,1,955506.04
STU01640,26,Male,AI&DS,Bangalore,7.3,67.6,18,3,98,8.86,1,1231901.78
STU01641,18,Male,CE,Mumbai,9.9,91.1,4,5,80,9.85,1,1322593.12
STU01642,27,Female,ECE,Hyderabad,8.5,56.9,14,1,69,8.6,1,1079317.66
STU01643,22,Female,ECE,Hyderabad,7.0,81.4,0,3,68,9.45,1,1192933.16
STU01644,24,Female,EE,Bangalore,4.8,,9,0,86,,1,1062435.73
STU01645,28,Female,CSE,Pune,5.5,78.0,19,4,66,8.38,1,1075926.8
STU01646,25,Female,EE,Hyderabad,3.2,91.9,16,5,73,7.92,1,1150907.61
STU01647,26,Male,CSE,Raipur,1.3,64.5,0,4,51,,0,1002876.97
STU01648,20,Male,EE,Hyderabad,4.6,98.1,1,3,81,8.23,1,1136582.93
STU01649,22,Female,EE,Bangalore,4.2,55.2,7,0,99,,0,997595.39
STU01650,26,Female,EE,Raipur,6.0,80.9,15,2,43,,0,1000599.4
STU01651,18,Female,AI&DS,Delhi,1.0,52.3,11,5,79,7.46,0,1099129.71
STU01652,18,Female,ME,Pune,9.2,97.5,12,2,42,9.64,0,1123925.41
STU01653,27,Male,CSE,Bangalore,1.5,88.1,0,5,45,7.94,0,1011399.55
STU01654,30,Male,ME,Pune,2.8,68.6,3,0,59,6.71,0,843362.64
STU01655,22,Male,CSE,Mumbai,7.0,97.7,17,3,77,8.62,1,1189599.85
STU01656,23,Male,CE,Raipur,6.5,71.8,15,1,70,8.9,1,1123811.84
STU01657,23,Female,EE,Hyderabad,3.1,96.6,20,5,67,8.36,1,1097739.96
STU01658,22,Male,EE,Raipur,7.2,66.3,19,1,85,8.0,1,1029638.89
STU01659,25,Male,CSE,Bangalore,8.5,98.5,9,2,74,8.94,1,1103822.41
STU01660,21,Female,ECE,Pune,4.5,82.9,2,0,90,7.36,0,1036680.09
STU01661,30,Male,CE,Bangalore,3.4,82.1,7,4,74,8.18,1,1147636.55
STU01662,22,Male,ME,Raipur,2.5,92.1,4,5,70,7.58,1,1052965.62
STU01663,18,Female,ECE,Mumbai,4.0,52.6,20,0,76,6.75,0,877274.61
STU01664,28,Female,CSE,Mumbai,2.9,88.6,9,3,97,8.32,1,1216917.48
STU01665,27,Male,ME,Hyderabad,3.7,90.3,18,3,55,,0,1048740.54
STU01666,26,Male,ME,Raipur,1.3,59.8,16,1,83,6.0,0,932751.53
STU01667,26,Female,CE,Pune,5.3,76.7,5,4,38,8.22,0,989008.83
STU01668,20,Female,AI&DS,Delhi,3.8,53.1,5,0,86,7.32,0,984459.37
STU01669,25,Female,EE,Pune,8.3,89.2,1,0,95,8.96,1,1112537.99
STU01670,25,Female,ECE,Hyderabad,1.8,74.0,12,1,80,7.22,0,949130.44
STU01671,27,Male,AI&DS,Raipur,6.2,94.4,20,3,63,9.64,1,1169345.51
STU01672,19,Female,ECE,Raipur,1.4,79.8,10,3,59,7.52,0,1006729.17
STU01673,29,Female,CE,Bangalore,1.8,79.7,16,2,66,6.82,0,923080.9
STU01674,27,Female,CE,Delhi,7.5,79.1,14,1,77,9.13,1,1175383.29
STU01675,26,Male,ECE,Mumbai,7.7,92.1,1,1,48,8.23,0,1001919.24
STU01676,26,Female,EE,Raipur,5.9,82.0,14,0,89,7.34,0,987016.62
STU01677,30,Male,AI&DS,Raipur,3.4,96.3,13,3,50,8.26,0,1024921.86
STU01678,21,Male,EE,Mumbai,5.8,67.1,13,4,44,8.83,0,1096212.23
STU01679,27,Male,CE,Pune,1.1,91.1,19,5,51,8.38,0,1092929.49
STU01680,24,Male,AI&DS,Mumbai,6.3,,11,0,70,8.19,1,1019046.1
STU01681,21,Male,CE,Pune,2.1,69.7,3,0,60,7.38,0,878382.02
STU01682,22,Male,CE,Bangalore,2.2,93.3,11,0,61,7.77,1,908826.25
STU01683,19,Female,ECE,Pune,1.4,66.4,4,2,57,7.32,0,927258.41
STU01684,30,Male,CE,Raipur,4.6,95.8,2,1,74,8.23,1,1065358.39
STU01685,29,Female,ME,Pune,1.1,66.7,10,3,41,6.85,0,941562.64
STU01686,21,Male,AI&DS,Delhi,6.3,78.4,11,2,44,7.81,0,935817.73
STU01687,26,Female,ME,Raipur,9.2,73.6,5,3,33,9.79,0,1111670.23
STU01688,23,Male,CSE,Raipur,9.2,64.7,16,0,78,9.09,1,1086842.47
STU01689,27,Female,CSE,Mumbai,10.0,73.1,10,5,56,9.45,0,1236219.24
STU01690,19,Male,ME,Delhi,1.3,83.5,17,0,47,6.98,0,820799.32
STU01691,26,Male,CSE,Hyderabad,8.9,63.2,8,5,64,9.16,1,1202686.85
STU01692,24,Male,CE,Delhi,6.2,52.2,15,3,63,8.36,1,1118856.36
STU01693,20,Male,AI&DS,Delhi,5.6,88.2,8,4,95,8.69,1,1207162.24
STU01694,30,Female,CE,Hyderabad,4.0,87.4,14,1,92,7.3,0,1011588.21
STU01695,19,Male,CE,Pune,8.1,87.9,8,5,34,9.06,0,1146511.1
STU01696,21,Male,EE,Raipur,5.9,72.2,11,4,58,8.89,0,1106644.91
STU01697,21,Male,CE,Delhi,7.5,80.3,19,0,74,7.99,1,1043790.47
STU01698,24,Male,CE,Raipur,2.2,63.2,5,0,63,6.12,0,863338.24
STU01699,29,Female,CSE,Hyderabad,6.9,72.5,4,0,64,8.59,1,985828.48
STU01700,21,Male,ECE,Mumbai,2.4,68.6,7,4,39,6.87,0,914872.12
STU01701,26,Male,ECE,Delhi,9.6,51.4,17,3,49,9.27,0,1161896.36
STU01702,23,Male,ECE,Pune,1.7,74.8,9,1,53,6.73,0,848901.47
STU01703,19,Male,ME,Raipur,2.0,91.4,1,0,54,7.02,0,876184.05
STU01704,20,Male,ME,Pune,5.9,,20,1,37,8.77,0,952744.64
STU01705,29,Male,CSE,Raipur,2.2,78.6,6,3,99,7.71,1,1089797.64
STU01706,25,Male,AI&DS,Pune,3.2,66.7,18,0,33,7.61,0,829418.79
STU01707,20,Male,ECE,Raipur,2.4,55.5,17,3,35,7.55,0,931261.4
STU01708,18,Male,ME,Raipur,8.2,62.7,8,5,82,9.52,1,1332479.36
STU01709,25,Male,EE,Delhi,3.3,62.2,1,1,58,7.63,0,938713.58
STU01710,19,Male,CE,Mumbai,6.8,50.8,10,1,57,8.52,0,1004587.81
STU01711,22,Female,EE,Raipur,7.7,72.3,15,1,78,8.71,1,1076624.41
STU01712,21,Male,EE,Mumbai,9.3,73.5,2,5,89,9.71,1,1298810.79
STU01713,29,Male,ECE,Pune,4.2,77.0,3,3,34,7.45,0,883630.06
STU01714,26,Female,ECE,Delhi,8.9,99.7,9,5,98,10.58,1,1390929.93
STU01715,25,Female,AI&DS,Hyderabad,4.4,,0,4,97,7.39,0,1127818.65
STU01716,19,Male,ME,Hyderabad,9.8,55.5,1,3,67,9.2,1,1168725.38
STU01717,29,Female,CE,Pune,7.5,76.5,6,3,46,9.39,0,1142742.31
STU01718,22,Male,ECE,Bangalore,5.0,97.5,16,1,45,7.91,0,989346.42
STU01719,18,Female,CSE,Delhi,2.5,99.9,6,5,92,8.67,1,1268854.36
STU01720,30,Female,ECE,Hyderabad,3.0,53.0,0,4,96,7.21,0,1144127.94
STU01721,19,Male,ME,Hyderabad,6.5,50.2,16,4,41,,0,944511.1
STU01722,30,Female,AI&DS,Bangalore,7.7,57.6,7,1,93,7.75,1,1069674.63
STU01723,27,Female,ME,Mumbai,1.4,50.4,10,2,99,7.44,0,1137295.49
STU01724,24,Male,ME,Raipur,3.2,52.5,19,4,95,7.09,0,1074111.81
STU01725,19,Female,ECE,Raipur,5.7,54.3,2,5,77,8.57,1,1174572.61
STU01726,21,Female,EE,Pune,6.7,90.2,0,0,76,8.0,1,1044263.91
STU01727,27,Male,CE,Delhi,6.5,62.5,18,5,64,9.21,1,1196994.24
STU01728,22,Male,CE,Pune,8.9,86.1,4,5,99,10.35,1,1418871.83
STU01729,27,Female,AI&DS,Mumbai,9.3,64.4,0,1,80,8.19,1,1073287.84
STU01730,20,Female,CSE,Raipur,5.2,89.5,11,5,54,8.7,0,1098976.94
STU01731,22,Male,AI&DS,Delhi,1.8,81.0,17,1,100,7.54,1,1038918.29
STU01732,30,Female,CE,Delhi,6.7,66.4,18,0,66,,1,1048825.43
STU01733,21,Male,AI&DS,Bangalore,1.5,71.3,0,0,40,6.21,0,741030.3
STU01734,20,Female,CSE,Pune,2.8,,18,5,84,7.66,1,1098757.13
STU01735,29,Male,ECE,Pune,4.9,87.6,7,5,63,8.43,1,1160940.61
STU01736,24,Male,AI&DS,Mumbai,9.9,92.6,9,3,33,9.15,0,1014811.26
STU01737,25,Female,CSE,Bangalore,8.6,63.0,11,4,83,8.34,1,1216117.31
STU01738,28,Female,EE,Bangalore,2.1,72.9,5,3,87,8.21,1,1143738.79
STU01739,30,Female,CE,Mumbai,4.6,57.6,4,2,39,8.33,0,995540.12
STU01740,30,Male,CE,Mumbai,6.6,73.7,2,5,50,,0,1158911.19
STU01741,26,Female,AI&DS,Pune,6.1,99.7,4,1,60,8.37,1,1001787.52
STU01742,26,Female,CE,Delhi,2.4,55.5,2,2,85,7.56,1,1070260.12
STU01743,18,Male,CE,Hyderabad,9.7,83.0,8,2,41,9.81,0,1067907.53
STU01744,19,Male,AI&DS,Raipur,5.8,73.2,0,5,84,8.24,1,1158734.73
STU01745,26,Male,CSE,Raipur,5.7,79.3,13,4,32,,0,1088515.16
STU01746,20,Male,CSE,Bangalore,1.8,90.8,11,2,55,7.82,0,968496.59
STU01747,24,Female,CSE,Raipur,1.5,80.6,16,3,30,7.96,0,925771.75
STU01748,21,Male,CSE,Mumbai,2.5,100.0,6,0,87,7.71,1,1037022.67
STU01749,18,Female,AI&DS,Hyderabad,9.4,60.5,15,0,60,7.93,1,983385.89
STU01750,24,Male,AI&DS,Hyderabad,1.4,87.5,20,3,49,7.97,0,1053590.67
STU01751,22,Male,ME,Mumbai,1.9,,20,3,97,7.3,0,1086465.86
STU01752,21,Male,ME,Delhi,4.0,58.3,3,0,90,7.84,1,1053011.17
STU01753,30,Male,CE,Pune,5.2,,7,3,44,9.22,0,1055178.36
STU01754,20,Female,ECE,Raipur,2.2,60.1,19,4,79,6.95,0,1042041.0
STU01755,25,Female,EE,Pune,8.9,78.0,3,0,53,9.26,0,1054502.99
STU01756,26,Male,ECE,Raipur,1.3,58.5,8,5,67,6.76,0,1043603.24
STU01757,24,Male,ME,Pune,6.3,89.5,12,4,78,9.05,1,1242691.59
STU01758,28,Male,CSE,Mumbai,7.1,53.3,19,5,45,8.18,0,1099370.45
STU01759,18,Male,AI&DS,Hyderabad,7.6,,9,1,79,8.2,1,1066034.27
STU01760,30,Female,CE,Raipur,3.3,89.1,9,1,44,7.95,0,979570.25
STU01761,21,Male,CSE,Delhi,1.2,65.1,3,5,84,7.51,1,1158748.96
STU01762,19,Female,AI&DS,Delhi,4.3,53.6,15,5,76,8.32,1,1190030.7
STU01763,21,Female,ME,Pune,7.0,96.8,10,1,69,8.92,1,1054947.24
STU01764,22,Female,AI&DS,Raipur,7.9,57.8,16,4,84,9.3,1,1208227.95
STU01765,20,Female,CE,Raipur,5.9,53.8,14,3,72,8.49,1,1083598.64
STU01766,23,Female,ME,Bangalore,4.3,,20,0,89,6.69,0,975635.2
STU01767,23,Male,CE,Pune,7.9,71.1,14,3,48,8.11,0,974265.79
STU01768,19,Male,CSE,Pune,4.3,90.3,20,3,98,9.12,1,1273863.85
STU01769,23,Female,AI&DS,Delhi,3.8,61.4,0,1,86,7.0,0,950289.6
STU01770,24,Female,CSE,Pune,1.4,78.1,10,2,80,7.51,1,1031082.66
STU01771,24,Male,EE,Delhi,4.9,56.8,14,5,78,8.4,1,1145381.68
STU01772,29,Female,CE,Raipur,5.9,96.0,15,3,47,8.62,0,1018138.03
STU01773,24,Female,EE,Delhi,9.1,84.7,8,4,96,10.36,1,1375932.18
STU01774,22,Female,CE,Pune,1.1,89.4,16,4,48,7.62,0,1011371.05
STU01775,24,Female,ME,Bangalore,9.6,88.8,10,1,71,9.18,1,1078177.3
STU01776,23,Female,ECE,Pune,4.1,57.9,2,4,33,7.37,0,966725.63
STU01777,29,Male,CSE,Pune,8.5,72.8,6,1,37,9.06,0,978344.12
STU01778,23,Female,CSE,Mumbai,6.9,74.5,19,0,92,7.59,1,999638.17
STU01779,22,Male,ECE,Hyderabad,8.5,70.2,17,1,34,8.48,0,999399.7
STU01780,30,Female,ECE,Bangalore,2.6,51.5,5,5,82,,1,1226994.69
STU01781,24,Male,ECE,Raipur,3.4,91.4,1,3,99,7.37,0,1068745.29
STU01782,24,Female,ECE,Mumbai,9.3,72.3,1,2,31,9.78,0,1054520.53
STU01783,22,Male,CE,Delhi,4.4,61.2,3,3,50,7.88,0,1033651.97
STU01784,27,Female,CSE,Bangalore,1.3,69.9,10,2,37,6.47,0,813579.4
STU01785,27,Male,ME,Delhi,3.0,80.2,4,3,50,8.59,0,1061525.63
STU01786,23,Female,ECE,Pune,6.9,64.9,18,3,37,7.87,0,958644.71
STU01787,20,Male,CE,Hyderabad,6.0,65.2,6,4,92,,1,1193291.86
STU01788,24,Male,CE,Delhi,3.7,,15,2,82,,1,1020570.04
STU01789,27,Male,CE,Delhi,1.4,,2,2,68,7.45,0,973819.66
STU01790,20,Male,EE,Bangalore,9.1,67.4,6,1,56,8.25,0,1048740.45
STU01791,30,Male,ECE,Pune,4.0,92.7,1,0,58,8.64,0,993567.99
STU01792,27,Female,ECE,Pune,5.5,77.7,17,2,56,8.43,0,1067905.3
STU01793,20,Male,EE,Mumbai,6.3,56.6,17,0,74,7.81,1,1020841.89
STU01794,19,Male,CSE,Delhi,2.5,79.0,14,2,80,7.21,0,1054256.58
STU01795,21,Female,ECE,Hyderabad,9.7,70.1,2,3,88,8.97,1,1193769.53
STU01796,30,Female,ME,Raipur,8.8,82.0,18,1,87,8.74,1,1183798.37
STU01797,29,Male,AI&DS,Hyderabad,3.1,74.1,7,5,81,7.41,0,1103155.22
STU01798,28,Male,CSE,Hyderabad,9.3,62.6,3,1,33,9.35,0,1014572.34
STU01799,27,Male,EE,Bangalore,2.4,87.1,17,2,70,8.24,1,1046248.21
STU01800,21,Female,ECE,Bangalore,8.7,67.7,10,0,64,8.06,1,1013989.3
STU01801,18,Female,ECE,Delhi,5.7,72.1,18,3,47,7.93,0,1010946.46
STU01802,19,Male,EE,Hyderabad,5.5,61.8,8,5,71,8.68,1,1186370.06
STU01803,25,Female,EE,Raipur,5.4,71.6,20,3,55,8.97,0,1145662.76
STU01804,23,Female,AI&DS,Hyderabad,8.9,97.1,5,2,89,9.81,1,1268351.22
STU01805,30,Female,ECE,Pune,8.1,86.8,16,1,99,8.39,1,1170683.75
STU01806,30,Male,AI&DS,Mumbai,2.5,87.0,8,3,91,7.22,0,1084050.11
STU01807,29,Male,EE,Bangalore,4.4,,12,1,50,7.51,0,962757.64
STU01808,30,Male,AI&DS,Raipur,7.0,81.8,5,2,87,8.16,1,1104918.92
STU01809,19,Male,CE,Bangalore,8.7,58.5,5,1,65,,1,1003373.16
STU01810,28,Male,CE,Mumbai,4.8,58.5,14,0,47,7.23,0,819424.67
STU01811,24,Male,CE,Delhi,2.7,53.3,9,5,35,6.72,0,890759.93
STU01812,21,Male,ME,Raipur,4.3,60.0,19,1,47,6.88,0,900035.39
STU01813,29,Female,CSE,Pune,1.4,98.3,16,1,89,7.44,0,990927.19
STU01814,24,Female,ECE,Delhi,8.8,,6,5,97,9.68,1,1325798.86
STU01815,22,Male,ME,Raipur,4.8,72.2,13,5,48,8.97,0,1153929.67
